number,page,click,service_id,service_name,time,duration
320,page 52,click (2411 854),,Queen's Park to Elephant & Castle,14:15:00,00:30:00
321,page 53,click (2411 509),,Elephant & Castle to Queen's Park,14:15:00,00:30:00
322,page 53,click (2411 578),,Harrow & Wealdstone to Elephant & Castle,14:19:00,00:52:00
323,page 53,click (2411 647),,Stonebridge Park - Elephant & Castle,14:19:00,00:44:00
324,page 53,click (2411 716),,Elephant & Castle - Harrow & Wealdstone,14:19:00,00:53:00
325,page 53,click (2411 785),,Elephant & Castle to Queen's Park,14:23:00,00:30:00
326,page 53,click (2411 854),,Queen's Park to Elephant & Castle,14:23:00,00:29:00
327,page 54,click (2411 509),,Elephant & Castle - Stonebridge Park,14:27:00,00:45:00
328,page 54,click (2411 578),,Queen's Park to Elephant & Castle,14:30:00,00:30:00
329,page 54,click (2411 647),,Elephant & Castle to Queen's Park,14:30:00,00:30:00
330,page 54,click (2411 716),,Harrow & Wealdstone to Elephant & Castle,14:34:00,00:52:00
331,page 54,click (2411 785),,Stonebridge Park - Elephant & Castle,14:34:00,00:44:00
332,page 54,click (2411 854),,Elephant & Castle - Harrow & Wealdstone,14:34:00,00:53:00
333,page 55,click (2411 509),,Elephant & Castle to Queen's Park,14:38:00,00:30:00
334,page 55,click (2411 578),,Queen's Park to Elephant & Castle,14:38:00,00:29:00
335,page 55,click (2411 647),,Elephant & Castle - Stonebridge Park,14:42:00,00:45:00
336,page 55,click (2411 716),,Elephant & Castle to Queen's Park,14:45:00,00:30:00
337,page 55,click (2411 785),,Queen's Park to Elephant & Castle,14:45:00,00:30:00
338,page 55,click (2411 854),,Stonebridge Park - Elephant & Castle,14:49:00,00:44:00
339,page 56,click (2411 509),,Harrow & Wealdstone to Elephant & Castle,14:49:00,00:52:00
340,page 56,click (2411 578),,Elephant & Castle - Harrow & Wealdstone,14:49:00,00:53:00
341,page 56,click (2411 647),,Elephant & Castle to Queen's Park,14:53:00,00:30:00
342,page 56,click (2411 716),,Queen's Park to Elephant & Castle,14:53:00,00:29:00
343,page 56,click (2411 785),,Elephant & Castle - Stonebridge Park,14:57:00,00:43:00
344,page 56,click (2411 854),,Elephant & Castle to Queen's Park,15:00:00,00:30:00
345,page 57,click (2411 509),,Queen's Park to Elephant & Castle,15:00:00,00:30:00
346,page 57,click (2411 578),,Stonebridge Park - Elephant & Castle,15:04:00,00:44:00
347,page 57,click (2411 647),,Harrow & Wealdstone to Elephant & Castle,15:04:00,00:53:00
348,page 57,click (2411 716),,Elephant & Castle - Harrow & Wealdstone,15:04:00,00:53:00
349,page 57,click (2411 785),,Elephant & Castle to Queen's Park,15:08:00,00:30:00
350,page 57,click (2411 854),,Queen's Park to Elephant & Castle,15:08:00,00:29:00
351,page 58,click (2411 371),,Elephant & Castle - Harrow & Wealdstone,15:04:00,00:55:00
352,page 58,click (2411 578),,Elephant & Castle - Stonebridge Park,15:12:00,00:42:00
353,page 58,click (2411 647),,Queen's Park to Elephant & Castle,15:15:00,00:29:00
354,page 58,click (2411 716),,Elephant & Castle to Queen's Park,15:15:00,00:30:00
355,page 58,click (2411 785),,Harrow & Wealdstone to Elephant & Castle,15:19:00,00:53:00
356,page 58,click (2411 854),,Stonebridge Park - Elephant & Castle,15:19:00,00:46:00
357,page 58,click (2411 923),,Elephant & Castle - Harrow & Wealdstone,15:19:00,00:53:00
358,page 59,click (2411 578),,Elephant & Castle to Queen's Park,15:23:00,00:30:00
359,page 59,click (2411 647),,Queen's Park to Elephant & Castle,15:23:00,00:29:00
360,page 59,click (2411 716),,Elephant & Castle - Stonebridge Park,15:27:00,00:42:00
361,page 59,click (2411 785),,Elephant & Castle - Harrow & Wealdstone,15:30:00,00:54:00
362,page 59,click (2411 854),,Queen's Park to Elephant & Castle,15:30:00,00:31:00
363,page 59,click (2411 923),,Harrow & Wealdstone to Elephant & Castle,15:33:00,00:52:00
364,page 60,click (2411 578),,Stonebridge Park - Elephant & Castle,15:34:00,00:45:00
365,page 60,click (2411 647),,Elephant & Castle to Queen's Park,15:34:00,00:30:00
366,page 60,click (2411 716),,Elephant & Castle to Queen's Park,15:37:00,00:30:00
367,page 60,click (2411 785),,Queen's Park to Elephant & Castle,15:38:00,00:30:00
368,page 60,click (2411 854),,Elephant & Castle - Stonebridge Park,15:41:00,00:44:00
369,page 60,click (2411 923),,Elephant & Castle to Queen's Park,15:44:00,00:30:00
370,page 61,click (2411 578),,Queen's Park to Elephant & Castle,15:45:00,00:30:00
371,page 61,click (2411 647),,Elephant & Castle - Harrow & Wealdstone,15:48:00,00:53:00
372,page 61,click (2411 716),,Stonebridge Park - Elephant & Castle,15:48:00,00:43:00
373,page 61,click (2411 785),,Harrow & Wealdstone to Elephant & Castle,15:48:00,00:52:00
374,page 61,click (2411 854),,Stonebridge Park - Elephant & Castle,15:49:00,00:45:00
375,page 61,click (2411 923),,London Road Depot to Queen's Park,15:50:00,00:33:00
376,page 62,click (2411 509),,London Road Depot to Queen's Park,15:50:00,00:32:00
377,page 62,click (2411 578),,Queen's Park to Elephant & Castle,15:52:00,00:30:00
378,page 62,click (2411 647),,Elephant & Castle - Stonebridge Park,15:54:00,00:46:00
379,page 62,click (2411 716),,Elephant & Castle to Queen's Park,15:58:00,00:30:00
380,page 62,click (2411 785),,Queen's Park to Elephant & Castle,15:59:00,00:29:00
381,page 62,click (2411 854),,Elephant & Castle - Harrow & Wealdstone,16:02:00,00:53:00
382,page 62,click (2411 923),,Stonebridge Park - Elephant & Castle,16:03:00,00:43:00
383,page 63,click (2411 509),,Stonebridge Park - Elephant & Castle,16:03:00,00:42:00
384,page 63,click (2411 578),,Harrow & Wealdstone to Elephant & Castle,16:03:00,00:53:00
385,page 63,click (2411 647),,Stonebridge Park - Elephant & Castle,16:04:00,00:44:00
386,page 63,click (2411 716),,Elephant & Castle to Queen's Park,16:05:00,00:30:00
387,page 63,click (2411 785),,Queen's Park to Elephant & Castle,16:08:00,00:29:00
388,page 63,click (2411 854),,Elephant & Castle to Queen's Park,16:09:00,00:30:00
389,page 63,click (2411 923),,Elephant & Castle - Stonebridge Park,16:10:00,00:42:00
390,page 64,click (2411 509),,Elephant & Castle - Stonebridge Park,16:12:00,00:42:00
391,page 64,click (2411 578),,Queen's Park to Elephant & Castle,16:13:00,00:29:00
392,page 64,click (2411 647),,Elephant & Castle to Queen's Park,16:16:00,00:30:00
393,page 64,click (2411 716),,Stonebridge Park - Elephant & Castle,16:17:00,00:42:00
394,page 64,click (2411 785),,Stonebridge Park - Elephant & Castle,16:18:00,00:44:00
395,page 64,click (2411 854),,Harrow & Wealdstone to Elephant & Castle,16:18:00,00:52:00
396,page 65,click (2411 509),,Elephant & Castle - Harrow & Wealdstone,16:19:00,00:53:00
397,page 65,click (2411 578),,Elephant & Castle to Queen's Park,16:21:00,00:31:00
398,page 65,click (2411 647),,Queen's Park to Elephant & Castle,16:21:00,00:30:00
399,page 65,click (2411 716),,Queen's Park to Elephant & Castle,16:24:00,00:30:00
400,page 65,click (2411 785),,Elephant & Castle to Queen's Park,16:24:00,00:31:00
401,page 65,click (2411 854),,Elephant & Castle - Harrow & Wealdstone,16:27:00,00:54:00
402,page 66,click (2411 509),,Elephant & Castle - Stonebridge Park,16:30:00,00:42:00
403,page 66,click (2411 578),,Stonebridge Park - Elephant & Castle,16:32:00,00:44:00
404,page 66,click (2411 647),,Elephant & Castle to Queen's Park,16:33:00,00:31:00
405,page 66,click (2411 716),,Harrow & Wealdstone to Elephant & Castle,16:33:00,00:52:00
406,page 66,click (2411 785),,Stonebridge Park - Elephant & Castle,16:34:00,00:46:00
407,page 66,click (2411 854),,Queen's Park to Elephant & Castle,16:35:00,00:30:00
408,page 67,click (2411 509),,Elephant & Castle to Queen's Park,16:36:00,00:31:00
409,page 67,click (2411 578),,Queen's Park to Elephant & Castle,16:38:00,00:30:00
410,page 67,click (2411 647),,Elephant & Castle - Harrow & Wealdstone,16:39:00,00:55:00
411,page 67,click (2411 716),,Elephant & Castle - Stonebridge Park,16:42:00,00:46:00
412,page 67,click (2411 785),,Queen's Park to Elephant & Castle,16:43:00,00:30:00
413,page 67,click (2411 854),,Elephant & Castle to Queen's Park,16:44:00,00:31:00
414,page 68,click (2411 509),,Elephant & Castle - Harrow & Wealdstone,16:47:00,00:55:00
415,page 68,click (2411 578),,Stonebridge Park - Elephant & Castle,16:48:00,00:42:00
416,page 68,click (2411 647),,Harrow & Wealdstone to Elephant & Castle,16:49:00,00:54:00
417,page 68,click (2411 716),,Stonebridge Park - Elephant & Castle,16:49:00,00:48:00
418,page 68,click (2411 785),,Elephant & Castle to Queen's Park,16:50:00,00:31:00
419,page 68,click (2411 854),,Queen's Park to Elephant & Castle,16:52:00,00:30:00
420,page 69,click (2411 509),,Elephant & Castle to Queen's Park,16:53:00,00:31:00
421,page 69,click (2411 578),,Elephant & Castle - Harrow & Wealdstone,16:56:00,00:57:00
422,page 69,click (2411 647),,Queen's Park to Elephant & Castle,16:58:00,00:30:00
423,page 69,click (2411 716),,Elephant & Castle to Queen's Park,16:59:00,00:31:00
424,page 69,click (2411 785),,Elephant & Castle - Stonebridge Park,17:02:00,00:42:00
425,page 69,click (2411 854),,Queen's Park to Elephant & Castle,17:03:00,00:30:00
426,page 70,click (2411 509),,Elephant & Castle to Queen's Park,17:04:00,00:31:00
427,page 70,click (2411 578),,Harrow & Wealdstone to Elephant & Castle,17:05:00,00:53:00
428,page 70,click (2411 647),,Stonebridge Park - Elephant & Castle,17:05:00,00:42:00
429,page 70,click (2411 716),,Stonebridge Park - Elephant & Castle,17:06:00,00:47:00
430,page 70,click (2411 785),,Elephant & Castle to Queen's Park,17:07:00,00:33:00
431,page 70,click (2411 854),,Queen's Park to Elephant & Castle,17:09:00,00:30:00
432,page 71,click (2411 509),,Elephant & Castle - Harrow & Wealdstone,17:10:00,00:54:00
433,page 71,click (2411 578),,Elephant & Castle to Queen's Park,17:13:00,00:31:00
434,page 71,click (2411 647),,Queen's Park to Elephant & Castle,17:15:00,00:30:00
435,page 71,click (2411 716),,Elephant & Castle - Harrow & Wealdstone,17:16:00,00:56:00
436,page 71,click (2411 785),,Harrow & Wealdstone to Elephant & Castle,17:18:00,00:55:00
437,page 71,click (2411 854),,Elephant & Castle - Stonebridge Park,17:19:00,00:47:00
438,page 72,click (2411 509),,Queen's Park to Elephant & Castle,17:20:00,00:30:00
439,page 72,click (2411 578),,Elephant & Castle to Queen's Park,17:22:00,00:31:00
440,page 72,click (2411 647),,Stonebridge Park - Elephant & Castle,17:22:00,00:42:00
441,page 72,click (2411 716),,Elephant & Castle - Harrow & Wealdstone,17:24:00,00:57:00
442,page 72,click (2411 785),,Harrow & Wealdstone to Elephant & Castle,17:25:00,00:54:00
443,page 72,click (2411 854),,Queen's Park to Elephant & Castle,17:25:00,00:30:00
444,page 73,click (2411 509),,Elephant & Castle to Queen's Park,17:27:00,00:31:00
445,page 73,click (2411 578),,Elephant & Castle - Stonebridge Park,17:30:00,00:45:00
446,page 73,click (2411 647),,Queen's Park to Elephant & Castle,17:30:00,00:31:00
447,page 73,click (2411 716),,Elephant & Castle to Queen's Park,17:33:00,00:31:00
448,page 73,click (2411 785),,Elephant & Castle to Queen's Park,17:36:00,00:31:00
449,page 73,click (2411 854),,Queen's Park to Elephant & Castle,17:37:00,00:30:00
450,page 74,click (2411 509),,Stonebridge Park - Elephant & Castle,17:37:00,00:44:00
451,page 74,click (2411 578),,Harrow & Wealdstone to Elephant & Castle,17:38:00,00:52:00
452,page 74,click (2411 647),,Elephant & Castle - Harrow & Wealdstone,17:39:00,00:55:00
453,page 74,click (2411 716),,Queen's Park to Elephant & Castle,17:40:00,00:30:00
454,page 74,click (2411 785),,Elephant & Castle to Queen's Park,17:42:00,00:31:00
455,page 74,click (2411 854),,Elephant & Castle - Stonebridge Park,17:44:00,00:42:00
456,page 75,click (2411 509),,Queen's Park to Elephant & Castle,17:46:00,00:30:00
457,page 75,click (2411 578),,Elephant & Castle - Harrow & Wealdstone,17:47:00,00:55:00
458,page 75,click (2411 647),,Elephant & Castle to Queen's Park,17:49:00,00:30:00
459,page 75,click (2411 716),,Harrow & Wealdstone to Elephant & Castle,17:49:00,00:52:00
460,page 75,click (2411 785),,Elephant & Castle to Queen's Park,17:52:00,00:31:00
461,page 75,click (2411 854),,Stonebridge Park - Elephant & Castle,17:52:00,00:43:00
462,page 76,click (2411 509),,Elephant & Castle - Harrow & Wealdstone,17:55:00,00:58:00
463,page 76,click (2411 578),,Queen's Park to Elephant & Castle,17:55:00,00:30:00
464,page 76,click (2411 647),,Harrow & Wealdstone to Elephant & Castle,17:56:00,00:55:00
465,page 76,click (2411 716),,Queen's Park to Elephant & Castle,17:57:00,00:30:00
466,page 76,click (2411 785),,Elephant & Castle to Queen's Park,17:57:00,00:31:00
467,page 76,click (2411 854),,Elephant & Castle - Stonebridge Park,18:00:00,00:43:00
468,page 77,click (2411 509),,Queen's Park to Elephant & Castle,18:03:00,00:31:00
469,page 77,click (2411 578),,Elephant & Castle to Queen's Park,18:03:00,00:31:00
470,page 77,click (2411 647),,Elephant & Castle to Queen's Park,18:06:00,00:31:00
471,page 77,click (2411 716),,Harrow & Wealdstone to Elephant & Castle,18:07:00,00:52:00
472,page 77,click (2411 785),,Queen's Park to Elephant & Castle,18:09:00,00:30:00
473,page 77,click (2411 854),,Elephant & Castle - Harrow & Wealdstone,18:09:00,00:55:00
474,page 78,click (2411 509),,Elephant & Castle - Stonebridge Park,18:12:00,00:45:00
475,page 78,click (2411 578),,Queen's Park to Elephant & Castle,18:15:00,00:30:00
476,page 78,click (2411 647),,Elephant & Castle to Queen's Park,18:15:00,00:31:00
477,page 78,click (2411 716),,Queen's Park to Elephant & Castle,18:18:00,00:30:00
478,page 78,click (2411 785),,Harrow & Wealdstone to Elephant & Castle,18:18:00,00:52:00
479,page 78,click (2411 854),,Elephant & Castle - Harrow & Wealdstone,18:18:00,00:54:00
480,page 79,click (2411 509),,Stonebridge Park - Elephant & Castle,18:20:00,00:45:00
481,page 79,click (2411 578),,Elephant & Castle to Queen's Park,18:21:00,00:31:00
482,page 79,click (2411 647),,Queen's Park to Elephant & Castle,18:24:00,00:30:00
483,page 79,click (2411 716),,Elephant & Castle - Stonebridge Park,18:24:00,00:44:00
484,page 79,click (2411 785),,Harrow & Wealdstone to Elephant & Castle,18:25:00,00:52:00
485,page 79,click (2411 854),,Queen's Park to Elephant & Castle,18:27:00,00:30:00
486,page 80,click (2411 371),,Elephant & Castle - Stonebridge Park,18:24:00,00:44:00
487,page 80,click (2411 578),,Elephant & Castle to Queen's Park,18:27:00,00:31:00
488,page 80,click (2411 647),,Elephant & Castle - Harrow & Wealdstone,18:30:00,00:54:00
489,page 80,click (2411 716),,Elephant & Castle - Stonebridge Park,18:32:00,00:47:00
490,page 80,click (2411 785),,Queen's Park to Elephant & Castle,18:32:00,00:30:00
491,page 80,click (2411 854),,Elephant & Castle to Queen's Park,18:35:00,00:31:00
492,page 80,click (2411 923),,Elephant & Castle to Queen's Park,18:38:00,00:31:00
493,page 81,click (2411 578),,Queen's Park to Elephant & Castle,18:38:00,00:30:00
494,page 81,click (2411 647),,Harrow & Wealdstone to Elephant & Castle,18:38:00,00:55:00
495,page 81,click (2411 716),,Stonebridge Park - Elephant & Castle,18:39:00,00:41:00
496,page 81,click (2411 785),,Elephant & Castle - Stonebridge Park,18:41:00,00:46:00
497,page 81,click (2411 854),,Queen's Park to Elephant & Castle,18:44:00,00:30:00
498,page 81,click (2411 923),,Elephant & Castle - Harrow & Wealdstone,18:44:00,00:56:00
499,page 82,click (2411 578),,Elephant & Castle to Queen's Park,18:47:00,00:30:00
500,page 82,click (2411 647),,Stonebridge Park - Elephant & Castle,18:47:00,00:42:00
501,page 82,click (2411 716),,Harrow & Wealdstone to Elephant & Castle,18:49:00,00:56:00
502,page 82,click (2411 785),,Elephant & Castle - Stonebridge Park,18:50:00,00:44:00
503,page 82,click (2411 854),,Elephant & Castle to Queen's Park,18:53:00,00:30:00
504,page 82,click (2411 923),,Queen's Park to Elephant & Castle,18:53:00,00:30:00
505,page 83,click (2411 578),,Elephant & Castle - Stonebridge Park,18:56:00,00:44:00
506,page 83,click (2411 647),,Harrow & Wealdstone to Elephant & Castle,18:56:00,00:53:00
507,page 83,click (2411 716),,Queen's Park to Elephant & Castle,18:56:00,00:31:00
508,page 83,click (2411 785),,Elephant & Castle to Queen's Park,18:58:00,00:30:00
509,page 83,click (2411 854),,Elephant & Castle - Harrow & Wealdstone,19:01:00,00:53:00
510,page 83,click (2411 923),,Elephant & Castle - Stonebridge Park,19:04:00,00:47:00
511,page 84,click (2411 578),,Queen's Park to Elephant & Castle,19:05:00,00:32:00
512,page 84,click (2411 647),,Harrow & Wealdstone to Elephant & Castle,19:07:00,00:53:00
513,page 84,click (2411 716),,Elephant & Castle to Queen's Park,19:07:00,00:30:00
514,page 84,click (2411 785),,Queen's Park to Elephant & Castle,19:09:00,00:32:00
515,page 84,click (2411 854),,Elephant & Castle to Queen's Park,19:10:00,00:31:00
516,page 84,click (2411 923),,Elephant & Castle - Stonebridge Park,19:13:00,00:47:00
517,page 85,click (2411 509),,Elephant & Castle - Stonebridge Park,19:13:00,00:41:00
518,page 85,click (2411 578),,Elephant & Castle - Harrow & Wealdstone,19:16:00,00:53:00
519,page 85,click (2411 647),,Queen's Park to Waterloo,19:16:00,00:31:00
520,page 85,click (2411 716),,Harrow & Wealdstone to Elephant & Castle,19:19:00,00:53:00
521,page 85,click (2411 785),,Elephant & Castle - Stonebridge Park,19:19:00,00:46:00
522,page 85,click (2411 854),,Stonebridge Park - Elephant & Castle,19:22:00,00:42:00
523,page 85,click (2411 923),,Elephant & Castle to Queen's Park,19:22:00,00:29:00
524,page 86,click (2411 509),,Elephant & Castle to Queen's Park,19:23:00,00:30:00
525,page 86,click (2411 578),,Queen's Park to Elephant & Castle,19:23:00,00:30:00
526,page 86,click (2411 647),,Elephant & Castle - Stonebridge Park,19:27:00,00:42:00
527,page 86,click (2411 716),,Queen's Park to Elephant & Castle,19:27:00,00:30:00
528,page 86,click (2411 785),,Elephant & Castle to Queen's Park,19:30:00,00:30:00
529,page 86,click (2411 854),,Harrow & Wealdstone to Elephant & Castle,19:34:00,00:53:00
530,page 87,click (2411 509),,Elephant & Castle - Harrow & Wealdstone,19:34:00,00:53:00
531,page 87,click (2411 578),,Stonebridge Park - Elephant & Castle,19:37:00,00:41:00
532,page 87,click (2411 647),,Queen's Park to Elephant & Castle,19:38:00,00:29:00
533,page 87,click (2411 716),,Elephant & Castle to Queen's Park,19:38:00,00:30:00
534,page 87,click (2411 785),,Elephant & Castle - Stonebridge Park,19:42:00,00:42:00
535,page 87,click (2411 854),,Queen's Park to Elephant & Castle,19:45:00,00:29:00
536,page 88,click (2411 509),,Elephant & Castle to Queen's Park,19:46:00,00:30:00
537,page 88,click (2411 578),,Harrow & Wealdstone to Elephant & Castle,19:49:00,00:53:00
538,page 88,click (2411 647),,Elephant & Castle - Harrow & Wealdstone,19:49:00,00:53:00
539,page 88,click (2411 716),,Stonebridge Park - Elephant & Castle,19:50:00,00:43:00
540,page 88,click (2411 785),,Queen's Park to Elephant & Castle,19:53:00,00:29:00
541,page 88,click (2411 854),,Elephant & Castle to Queen's Park,19:53:00,00:30:00
542,page 89,click (2411 509),,Elephant & Castle - Stonebridge Park,19:57:00,00:45:00
543,page 89,click (2411 578),,Queen's Park to Elephant & Castle,20:00:00,00:29:00
544,page 89,click (2411 647),,Elephant & Castle to Queen's Park,20:00:00,00:30:00
545,page 89,click (2411 716),,Harrow & Wealdstone to Elephant & Castle,20:04:00,00:53:00
546,page 89,click (2411 785),,Elephant & Castle - Harrow & Wealdstone,20:04:00,00:53:00
547,page 89,click (2411 854),,Stonebridge Park - Elephant & Castle,20:05:00,00:44:00
548,page 90,click (2411 509),,Queen's Park to Elephant & Castle,20:08:00,00:29:00
549,page 90,click (2411 578),,Elephant & Castle to Queen's Park,20:08:00,00:30:00
550,page 90,click (2411 647),,Elephant & Castle - Stonebridge Park,20:12:00,00:45:00
551,page 90,click (2411 716),,Elephant & Castle - Harrow & Wealdstone,20:15:00,00:54:00
552,page 90,click (2411 785),,Queen's Park to Elephant & Castle,20:15:00,00:29:00
553,page 90,click (2411 854),,Stonebridge Park - Elephant & Castle,20:19:00,00:44:00
554,page 91,click (2411 509),,Elephant & Castle to Queen's Park,20:19:00,00:30:00
555,page 91,click (2411 578),,Harrow & Wealdstone to Elephant & Castle,20:20:00,00:54:00
556,page 91,click (2411 647),,Queen's Park to Elephant & Castle,20:23:00,00:29:00
557,page 91,click (2411 716),,Elephant & Castle to Queen's Park,20:23:00,00:30:00
558,page 91,click (2411 785),,Stonebridge Park - Kilburn High Road,20:25:00,00:10:00
559,page 91,click (2411 854),,Elephant & Castle - Stonebridge Park,20:27:00,00:45:00
560,page 92,click (2411 509),,Queen's Park to Elephant & Castle,20:30:00,00:29:00
561,page 92,click (2411 578),,Elephant & Castle to Queen's Park,20:30:00,00:30:00
562,page 92,click (2411 647),,Harrow & Wealdstone to Elephant & Castle,20:34:00,00:53:00
563,page 92,click (2411 716),,Elephant & Castle - Harrow & Wealdstone,20:34:00,00:53:00
564,page 92,click (2411 785),,Stonebridge Park - Elephant & Castle,20:35:00,00:43:00
565,page 92,click (2411 854),,Queen's Park to Elephant & Castle,20:38:00,00:29:00
566,page 93,click (2411 509),,Elephant & Castle to Queen's Park,20:38:00,00:30:00
567,page 93,click (2411 578),,Queen's Park to Elephant & Castle,20:41:00,00:30:00
568,page 93,click (2411 647),,Elephant & Castle - Stonebridge Park,20:42:00,00:45:00
569,page 93,click (2411 716),,Elephant & Castle to Queen's Park,20:45:00,00:30:00
570,page 93,click (2411 785),,Kilburn High Road - Stonebridge Park,20:47:00,00:14:00
571,page 93,click (2411 854),,Stonebridge Park - Elephant & Castle,20:49:00,00:44:00
572,page 94,click (2411 509),,Harrow & Wealdstone to Elephant & Castle,20:49:00,00:53:00
573,page 94,click (2411 578),,Elephant & Castle - Harrow & Wealdstone,20:49:00,00:53:00
574,page 94,click (2411 647),,Queen's Park to Elephant & Castle,20:53:00,00:29:00
575,page 94,click (2411 716),,Elephant & Castle to Queen's Park,20:53:00,00:30:00
576,page 94,click (2411 785),,Elephant & Castle - Stonebridge Park,20:57:00,00:45:00
577,page 94,click (2411 854),,Queen's Park to Elephant & Castle,21:00:00,00:29:00
578,page 95,click (2411 509),,Elephant & Castle to Queen's Park,21:00:00,00:30:00
579,page 95,click (2411 578),,Harrow & Wealdstone to Elephant & Castle,21:04:00,00:53:00
580,page 95,click (2411 647),,Stonebridge Park - Elephant & Castle,21:04:00,00:44:00
581,page 95,click (2411 716),,Elephant & Castle - Harrow & Wealdstone,21:04:00,00:53:00
582,page 95,click (2411 785),,Queen's Park to Elephant & Castle,21:08:00,00:29:00
583,page 95,click (2411 854),,Elephant & Castle to Queen's Park,21:08:00,00:30:00
584,page 96,click (2411 509),,Elephant & Castle - Stonebridge Park,21:12:00,00:45:00
585,page 96,click (2411 578),,Elephant & Castle to Queen's Park,21:15:00,00:30:00
586,page 96,click (2411 647),,Queen's Park to Elephant & Castle,21:15:00,00:29:00
587,page 96,click (2411 716),,Stonebridge Park - Elephant & Castle,21:18:00,00:45:00
588,page 96,click (2411 785),,Harrow & Wealdstone to Elephant & Castle,21:19:00,00:53:00
589,page 96,click (2411 854),,Elephant & Castle - Harrow & Wealdstone,21:19:00,00:53:00
590,page 97,click (2411 509),,Queen's Park to Elephant & Castle,21:23:00,00:29:00
591,page 97,click (2411 578),,Elephant & Castle to Queen's Park,21:23:00,00:30:00
592,page 97,click (2411 647),,Elephant & Castle - Stonebridge Park,21:27:00,00:45:00
593,page 97,click (2411 716),,Queen's Park to Elephant & Castle,21:30:00,00:29:00
594,page 97,click (2411 785),,Elephant & Castle to Queen's Park,21:30:00,00:30:00
595,page 97,click (2411 854),,Harrow & Wealdstone to Elephant & Castle,21:34:00,00:53:00
596,page 98,click (2411 509),,Stonebridge Park - Elephant & Castle,21:34:00,00:44:00
597,page 98,click (2411 578),,Elephant & Castle - Harrow & Wealdstone,21:34:00,00:53:00
598,page 98,click (2411 647),,Queen's Park to Elephant & Castle,21:38:00,00:29:00
599,page 98,click (2411 716),,Elephant & Castle to Queen's Park,21:38:00,00:30:00
600,page 98,click (2411 785),,Elephant & Castle - Stonebridge Park,21:42:00,00:45:00
601,page 98,click (2411 854),,Elephant & Castle to Queen's Park,21:45:00,00:30:00
602,page 99,click (2411 509),,Queen's Park to Elephant & Castle,21:45:00,00:29:00
603,page 99,click (2411 578),,Stonebridge Park - Elephant & Castle,21:49:00,00:44:00
604,page 99,click (2411 647),,Harrow & Wealdstone to Elephant & Castle,21:49:00,00:53:00
605,page 99,click (2411 716),,Elephant & Castle - Harrow & Wealdstone,21:49:00,00:53:00
606,page 99,click (2411 785),,Queen's Park to Elephant & Castle,21:53:00,00:29:00
607,page 99,click (2411 854),,Elephant & Castle to Queen's Park,21:53:00,00:31:00
608,page 100,click (2411 509),,Elephant & Castle - Stonebridge Park,21:57:00,00:45:00
609,page 100,click (2411 578),,Elephant & Castle to Queen's Park,22:00:00,00:30:00
610,page 100,click (2411 647),,Queen's Park to Elephant & Castle,22:00:00,00:29:00
611,page 100,click (2411 716),,Stonebridge Park - Elephant & Castle,22:04:00,00:44:00
612,page 100,click (2411 785),,Harrow & Wealdstone to Elephant & Castle,22:04:00,00:53:00
613,page 100,click (2411 854),,Elephant & Castle - Harrow & Wealdstone,22:04:00,00:53:00
614,page 101,click (2411 509),,Queen's Park to Elephant & Castle,22:08:00,00:29:00
615,page 101,click (2411 578),,Elephant & Castle to Queen's Park,22:08:00,00:30:00
616,page 101,click (2411 647),,Elephant & Castle - Stonebridge Park,22:12:00,00:45:00
617,page 101,click (2411 716),,Queen's Park to Elephant & Castle,22:15:00,00:29:00
618,page 101,click (2411 785),,Elephant & Castle to Queen's Park,22:15:00,00:30:00
619,page 101,click (2411 854),,Harrow & Wealdstone to Elephant & Castle,22:19:00,00:52:00
620,page 102,click (2411 509),,Stonebridge Park - Elephant & Castle,22:19:00,00:44:00
621,page 102,click (2411 578),,Elephant & Castle - Harrow & Wealdstone,22:19:00,00:53:00
622,page 102,click (2411 647),,Elephant & Castle to Queen's Park,22:23:00,00:30:00
623,page 102,click (2411 716),,Queen's Park to Elephant & Castle,22:23:00,00:29:00
624,page 102,click (2411 785),,Elephant & Castle - Stonebridge Park,22:27:00,00:42:00
625,page 102,click (2411 854),,Queen's Park to Elephant & Castle,22:30:00,00:29:00
626,page 103,click (2411 509),,Elephant & Castle to Queen's Park,22:30:00,00:30:00
627,page 103,click (2411 578),,Harrow & Wealdstone to Elephant & Castle,22:34:00,00:53:00
628,page 103,click (2411 647),,Stonebridge Park - Elephant & Castle,22:34:00,00:45:00
629,page 103,click (2411 716),,Elephant & Castle - Harrow & Wealdstone,22:34:00,00:54:00
630,page 103,click (2411 785),,Elephant & Castle to Queen's Park,22:38:00,00:31:00
631,page 103,click (2411 854),,Queen's Park to Elephant & Castle,22:38:00,00:29:00
632,page 103,click (2411 923),,Queen's Park to Elephant & Castle,22:23:00,00:25:00
633,page 104,click (2411 578),,Elephant & Castle - Stonebridge Park,22:42:00,00:45:00
634,page 104,click (2411 647),,Elephant & Castle to Queen's Park,22:45:00,00:30:00
635,page 104,click (2411 716),,Queen's Park to Elephant & Castle,22:46:00,00:29:00
636,page 104,click (2411 785),,Harrow & Wealdstone to Elephant & Castle,22:49:00,00:54:00
637,page 104,click (2411 854),,Stonebridge Park - Elephant & Castle,22:49:00,00:43:00
638,page 104,click (2411 923),,Elephant & Castle - Harrow & Wealdstone,22:49:00,00:53:00
